TEST,0,464,3,2,0.18%
TEST,8,432,9,1,0.40%
TEST,16,297,5,1,0.54%
TEST,8,419,4,3,0.56%
TEST,21,70,5,1,0.46%
TEST,20,154,3,5,0.38%
TEST,22,196,7,5,0.26%
TEST,23,41,8,5,0.24%
TEST,20,144,4,4,0.33%
TEST,11,54,7,2,0.46%
TEST,27,256,7,3,0.12%
TEST,7,17,2,5,0.20%
TEST,27,410,2,4,0.40%
TEST,5,56,6,4,0.45%
TEST,25,21,5,5,0.22%
TEST,23,192,1,4,0.06%
TEST,10,393,3,4,0.74%
TEST,14,18,6,1,0.86%
TEST,6,37,2,4,0.98%
TEST,26,355,8,3,0.30%
TEST,7,403,4,4,0.42%
TEST,16,284,7,1,0.17%
TEST,23,349,6,4,0.15%
TEST,24,453,5,1,0.97%
TEST,16,258,8,1,0.56%
TEST,21,129,8,1,0.67%
TEST,5,380,5,1,0.76%
TEST,0,57,9,2,0.27%
TEST,9,420,8,5,0.01%
TEST,6,109,7,4,0.41%
TEST,0,182,5,3,0.72%
TEST,25,249,2,3,0.79%
TEST,7,88,7,5,0.04%
TEST,10,393,10,5,0.58%
TEST,18,371,6,3,0.32%
TEST,24,398,1,2,0.15%
TEST,19,16,3,2,0.08%
TEST,20,24,1,5,0.76%
TEST,17,368,8,5,0.87%
TEST,24,129,2,3,0.55%
TEST,14,392,7,5,0.72%
TEST,3,487,7,5,0.55%
B,11,500,5,1,0.46%
B,22,267,2,4,0.26%
B,24,58,8,4,0.04%
B,8,70,6,2,0.55%
B,3,150,4,4,0.79%
B,8,186,6,3,0.19%
B,6,437,6,2,0.05%
B,1,418,10,4,0.06%
B,1,250,5,4,0.49%
B,21,354,5,3,0.66%
B,13,85,2,2,0.33%
B,7,238,5,5,0.40%
B,13,115,3,1,0.79%
B,22,478,5,5,0.15%
B,20,443,7,5,0.67%
B,16,145,6,5,0.04%
B,6,409,9,4,0.82%
B,11,219,7,2,0.43%
B,16,348,3,3,0.88%
B,14,338,6,4,0.11%
B,19,147,10,4,0.01%
B,12,318,9,3,0.82%
B,23,306,4,5,0.44%
C,5,153,2,3,0.57%
C,0,386,1,4,0.27%
C,6,254,4,5,0.69%
C,10,168,2,2,0.32%
C,3,313,4,1,0.33%
C,8,404,2,5,0.38%
C,26,322,3,1,0.06%
C,2,330,5,1,0.08%
C,3,491,1,5,0.17%
C,9,206,4,5,0.69%
C,8,452,7,1,0.43%
C,14,173,6,3,0.42%
C,27,283,6,2,0.89%
C,2,149,6,2,0.11%
C,8,280,6,4,0.92%
C,1,310,5,1,0.89%
C,18,487,7,3,0.94%
C,5,345,8,1,0.76%
C,3,53,1,3,0.07%
C,16,97,9,3,0.40%
C,24,356,8,5,0.88%
C,15,489,9,4,0.01%
C,20,275,10,2,0.18%
C,18,126,8,1,0.85%
C,9,320,7,2,0.77%
C,13,255,8,1,0.02%
C,4,375,8,5,0.26%
C,15,493,5,4,0.06%
C,20,423,2,2,0.63%
C,25,204,5,5,0.97%
C,14,446,1,1,0.23%
C,15,488,3,5,0.66%
C,20,453,1,5,0.78%
C,1,273,4,4,0.32%
C,17,257,9,3,0.45%
C,28,21,10,5,0.31%
C,8,467,7,2,0.83%
C,24,114,6,2,0.11%
C,8,378,9,3,0.54%
C,25,276,8,1,0.86%
C,16,28,10,5,0.83%
C,26,67,3,5,0.16%
C,16,394,8,4,0.50%
C,27,243,1,1,0.57%
C,1,271,6,3,0.28%
C,13,49,4,2,0.71%
C,24,439,10,1,0.26%
C,26,141,3,1,0.70%
C,25,91,9,4,0.64%
C,20,157,8,4,0.39%
C,10,161,5,3,0.58%
C,18,492,2,5,0.71%
C,8,77,8,2,0.54%
C,5,134,3,3,0.62%
C,1,403,8,3,0.59%
C,0,98,1,3,0.99%
C,3,500,3,1,0.87%
C,3,319,1,3,0.61%
C,17,132,5,3,0.85%
C,15,255,4,2,0.78%
C,5,182,3,3,0.78%
C,13,356,3,1,0.98%
C,17,200,6,5,0.68%
C,24,152,8,1,0.00%
C,3,280,5,4,0.72%
C,26,283,9,4,0.72%
C,15,437,6,1,0.40%
C,11,195,2,2,0.62%
C,11,21,3,5,0.71%
C,10,415,9,5,0.35%
C,28,450,5,4,0.60%
C,22,232,9,5,0.36%
C,8,170,1,5,0.90%
C,4,310,5,1,0.78%
C,11,74,10,3,0.16%
C,8,293,1,3,0.43%
C,13,448,9,4,0.61%
C,16,166,3,3,0.99%
C,12,268,10,4,0.45%
C,3,39,8,3,0.75%
C,21,465,4,3,0.58%
C,23,148,3,5,0.52%
C,26,312,1,3,0.69%
C,17,373,6,4,0.51%
C,16,348,7,5,0.97%
C,22,311,3,2,0.48%
C,25,272,6,1,0.48%
C,11,21,3,5,0.79%
C,12,240,1,5,0.18%
C,1,101,4,3,0.54%
C,23,469,8,1,0.13%
C,9,309,6,4,0.92%
C,1,151,3,3,0.38%
C,7,436,3,3,0.13%
C,0,485,6,2,0.48%
C,17,295,6,3,0.36%
C,1,306,10,5,0.09%
C,0,38,1,4,0.48%
C,22,54,8,5,0.66%
C,27,86,3,2,0.65%
C,6,94,9,5,0.43%
C,27,76,1,2,0.21%
C,23,398,4,2,0.07%
C,27,396,6,2,0.31%
C,25,50,9,3,0.67%
C,4,257,4,4,0.83%
C,2,146,4,2,0.62%
C,8,71,7,5,0.45%
C,11,458,9,2,0.15%
C,6,161,1,1,0.72%
C,24,129,3,2,0.92%
C,23,98,1,2,0.98%
C,21,220,2,5,0.80%
C,2,240,5,2,0.19%
C,3,171,10,4,0.56%
C,20,150,10,1,0.26%
C,6,426,5,3,0.54%
C,16,414,5,2,0.38%
C,28,370,3,5,0.26%
C,10,454,6,4,0.04%
C,24,383,7,1,0.91%
C,9,438,10,1,0.75%
C,28,83,2,1,0.17%
C,5,149,4,5,0.54%
C,27,471,2,3,0.28%
C,12,52,4,1,0.89%
C,7,93,4,5,0.87%
C,4,280,7,3,0.73%
C,23,414,10,3,0.91%
C,19,42,9,1,0.91%
C,17,64,9,2,0.91%
C,20,327,7,1,0.39%
C,27,183,6,1,0.24%
C,17,354,5,5,0.84%
C,0,57,5,3,0.99%
C,22,15,10,1,0.59%
C,18,436,10,5,0.35%
C,5,199,2,4,0.48%
C,20,173,2,4,0.33%
C,24,89,2,3,0.33%
C,26,410,6,4,0.88%
C,12,223,6,2,0.18%
C,1,142,4,5,0.10%
C,13,277,6,3,0.03%
C,1,433,2,2,0.84%
C,27,264,6,3,0.05%
C,10,299,5,2,0.13%
C,26,247,7,5,0.98%
C,13,463,4,5,0.86%
C,11,351,10,3,0.41%
C,28,254,2,5,0.39%
C,27,314,7,4,0.77%
C,12,37,5,1,0.11%
C,20,197,3,1,0.47%
C,25,247,5,2,0.95%
C,26,165,2,1,0.61%
C,22,232,4,5,0.23%
C,15,431,5,5,0.27%
C,22,359,6,5,0.08%
C,20,255,7,3,0.77%
C,7,424,4,5,0.54%
C,3,373,1,3,0.48%
C,28,259,5,2,0.29%
C,21,86,2,4,0.15%
C,1,468,7,1,0.69%
C,25,97,9,1,0.60%
C,16,306,3,4,0.29%
C,28,424,4,2,0.23%
C,25,128,6,5,0.91%
C,0,112,4,1,0.66%
C,27,199,1,2,0.96%
C,0,198,8,2,0.39%
C,0,141,3,4,0.99%
C,0,120,9,2,0.10%
C,14,172,10,2,0.00%
C,20,21,4,5,0.11%
C,21,133,7,3,0.46%
C,5,333,1,5,0.02%
C,6,280,3,1,0.34%
C,20,145,1,2,0.43%
C,18,347,5,3,0.37%
C,11,481,10,1,0.95%
C,21,389,3,2,0.86%
C,5,30,1,5,0.95%
C,2,428,4,4,0.95%
C,4,335,2,2,0.87%
C,22,241,10,5,0.77%
C,21,368,3,3,0.26%
C,18,386,10,2,0.25%
C,24,19,7,3,0.24%
C,26,91,10,5,0.57%
C,5,256,2,5,0.50%
C,1,120,3,3,0.64%
C,17,458,5,4,0.81%
C,8,456,7,5,0.78%
C,15,304,6,3,0.08%
C,14,337,9,5,1.00%
C,15,497,1,2,0.54%
C,6,138,2,3,0.49%
C,3,315,9,3,1.00%
C,2,281,8,1,0.57%
C,26,263,10,2,0.80%
C,14,408,1,3,0.73%
C,24,438,10,1,0.69%
C,21,58,10,3,0.04%
C,0,222,1,2,0.69%
C,22,83,2,4,0.24%
C,28,449,2,2,0.80%
C,6,136,6,5,0.31%
C,6,243,7,2,0.45%
C,21,36,6,5,0.38%
C,13,44,9,1,0.29%
C,6,203,7,3,0.05%
C,6,21,4,5,0.05%
C,26,216,5,3,0.81%
C,23,478,5,1,0.01%
C,13,78,3,3,0.24%
C,15,327,5,4,0.90%
C,8,405,5,3,0.11%
C,26,283,2,3,0.72%
C,21,270,2,4,0.75%
C,4,113,8,1,0.83%
C,0,211,7,1,0.33%
C,26,292,2,2,0.92%
C,24,75,3,3,0.11%
C,14,125,8,4,0.73%
C,27,290,9,5,0.33%
C,7,323,2,3,0.99%
C,22,359,8,4,0.56%
C,24,183,1,1,0.96%
