A,0,464,3,2,18.00
A,8,432,9,1,40.00
A,16,297,5,1,54.00
A,8,419,4,3,56.00
A,21,70,5,1,46.00
A,20,154,3,5,38.00
A,22,196,7,5,26.00
A,23,41,8,5,24.00
A,20,144,4,4,33.00
A,11,54,7,2,46.00
A,27,256,7,3,12.00
A,7,17,2,5,20.00
A,27,410,2,4,40.00
A,5,56,6,4,45.00
A,25,21,5,5,22.00
A,23,192,1,4,6.00
A,10,393,3,4,74.00
A,14,18,6,1,86.00
A,6,37,2,4,98.00
A,26,355,8,3,30.00
A,7,403,4,4,42.00
A,16,284,7,1,17.00
A,23,349,6,4,15.00
A,24,453,5,1,97.00
A,16,258,8,1,56.00
A,21,129,8,1,67.00
A,5,380,5,1,76.00
A,0,57,9,2,27.00
A,9,420,8,5,1.00
A,6,109,7,4,41.00
A,0,182,5,3,72.00
A,25,249,2,3,79.00
A,7,88,7,5,4.00
A,10,393,10,5,58.00
A,18,371,6,3,32.00
A,24,398,1,2,15.00
A,19,16,3,2,8.00
A,20,24,1,5,76.00
A,17,368,8,5,87.00
A,24,129,2,3,55.00
A,14,392,7,5,72.00
A,3,487,7,5,55.00
B,11,500,5,1,46.00
B,22,267,2,4,26.00
B,24,58,8,4,4.00
B,8,70,6,2,55.00
B,3,150,4,4,79.00
B,8,186,6,3,19.00
B,6,437,6,2,5.00
B,1,418,10,4,6.00
B,1,250,5,4,49.00
B,21,354,5,3,66.00
B,13,85,2,2,33.00
B,7,238,5,5,40.00
B,13,115,3,1,79.00
B,22,478,5,5,15.00
B,20,443,7,5,67.00
B,16,145,6,5,4.00
B,6,409,9,4,82.00
B,11,219,7,2,43.00
B,16,348,3,3,88.00
B,14,338,6,4,11.00
B,19,147,10,4,1.00
B,12,318,9,3,82.00
B,23,306,4,5,44.00
C,5,153,2,3,57.00
C,0,386,1,4,27.00
C,6,254,4,5,69.00
C,10,168,2,2,32.00
C,3,313,4,1,33.00
C,8,404,2,5,38.00
C,26,322,3,1,6.00
C,2,330,5,1,8.00
C,3,491,1,5,17.00
C,9,206,4,5,69.00
C,8,452,7,1,43.00
C,14,173,6,3,42.00
C,27,283,6,2,89.00
C,2,149,6,2,11.00
C,8,280,6,4,92.00
C,1,310,5,1,89.00
C,18,487,7,3,94.00
C,5,345,8,1,76.00
C,3,53,1,3,7.00
C,16,97,9,3,40.00
C,24,356,8,5,88.00
C,15,489,9,4,1.00
C,20,275,10,2,18.00
C,18,126,8,1,85.00
C,9,320,7,2,77.00
C,13,255,8,1,2.00
C,4,375,8,5,26.00
C,15,493,5,4,6.00
C,20,423,2,2,63.00
C,25,204,5,5,97.00
C,14,446,1,1,23.00
C,15,488,3,5,66.00
C,20,453,1,5,78.00
C,1,273,4,4,32.00
C,17,257,9,3,45.00
C,28,21,10,5,31.00
C,8,467,7,2,83.00
C,24,114,6,2,11.00
C,8,378,9,3,54.00
C,25,276,8,1,86.00
C,16,28,10,5,83.00
C,26,67,3,5,16.00
C,16,394,8,4,50.00
C,27,243,1,1,57.00
C,1,271,6,3,28.00
C,13,49,4,2,71.00
C,24,439,10,1,26.00
C,26,141,3,1,70.00
C,25,91,9,4,64.00
C,20,157,8,4,39.00
C,10,161,5,3,58.00
C,18,492,2,5,71.00
C,8,77,8,2,54.00
C,5,134,3,3,62.00
C,1,403,8,3,59.00
C,0,98,1,3,99.00
C,3,500,3,1,87.00
C,3,319,1,3,61.00
C,17,132,5,3,85.00
C,15,255,4,2,78.00
C,5,182,3,3,78.00
C,13,356,3,1,98.00
C,17,200,6,5,68.00
C,24,152,8,1,0.00
C,3,280,5,4,72.00
C,26,283,9,4,72.00
C,15,437,6,1,40.00
C,11,195,2,2,62.00
C,11,21,3,5,71.00
C,10,415,9,5,35.00
C,28,450,5,4,60.00
C,22,232,9,5,36.00
C,8,170,1,5,90.00
C,4,310,5,1,78.00
C,11,74,10,3,16.00
C,8,293,1,3,43.00
C,13,448,9,4,61.00
C,16,166,3,3,99.00
C,12,268,10,4,45.00
C,3,39,8,3,75.00
C,21,465,4,3,58.00
C,23,148,3,5,52.00
C,26,312,1,3,69.00
C,17,373,6,4,51.00
C,16,348,7,5,97.00
C,22,311,3,2,48.00
C,25,272,6,1,48.00
C,11,21,3,5,79.00
C,12,240,1,5,18.00
C,1,101,4,3,54.00
C,23,469,8,1,13.00
C,9,309,6,4,92.00
C,1,151,3,3,38.00
C,7,436,3,3,13.00
C,0,485,6,2,48.00
C,17,295,6,3,36.00
C,1,306,10,5,9.00
C,0,38,1,4,48.00
C,22,54,8,5,66.00
C,27,86,3,2,65.00
C,6,94,9,5,43.00
C,27,76,1,2,21.00
C,23,398,4,2,7.00
C,27,396,6,2,31.00
C,25,50,9,3,67.00
C,4,257,4,4,83.00
C,2,146,4,2,62.00
C,8,71,7,5,45.00
C,11,458,9,2,15.00
C,6,161,1,1,72.00
C,24,129,3,2,92.00
C,23,98,1,2,98.00
C,21,220,2,5,80.00
C,2,240,5,2,19.00
C,3,171,10,4,56.00
C,20,150,10,1,26.00
C,6,426,5,3,54.00
C,16,414,5,2,38.00
C,28,370,3,5,26.00
C,10,454,6,4,4.00
C,24,383,7,1,91.00
C,9,438,10,1,75.00
C,28,83,2,1,17.00
C,5,149,4,5,54.00
C,27,471,2,3,28.00
C,12,52,4,1,89.00
C,7,93,4,5,87.00
C,4,280,7,3,73.00
C,23,414,10,3,91.00
C,19,42,9,1,91.00
C,17,64,9,2,91.00
C,20,327,7,1,39.00
C,27,183,6,1,24.00
C,17,354,5,5,84.00
C,0,57,5,3,99.00
C,22,15,10,1,59.00
C,18,436,10,5,35.00
C,5,199,2,4,48.00
C,20,173,2,4,33.00
C,24,89,2,3,33.00
C,26,410,6,4,88.00
C,12,223,6,2,18.00
C,1,142,4,5,10.00
C,13,277,6,3,3.00
C,1,433,2,2,84.00
C,27,264,6,3,5.00
C,10,299,5,2,13.00
C,26,247,7,5,98.00
C,13,463,4,5,86.00
C,11,351,10,3,41.00
C,28,254,2,5,39.00
C,27,314,7,4,77.00
C,12,37,5,1,11.00
C,20,197,3,1,47.00
C,25,247,5,2,95.00
C,26,165,2,1,61.00
C,22,232,4,5,23.00
C,15,431,5,5,27.00
C,22,359,6,5,8.00
C,20,255,7,3,77.00
C,7,424,4,5,54.00
C,3,373,1,3,48.00
C,28,259,5,2,29.00
C,21,86,2,4,15.00
C,1,468,7,1,69.00
C,25,97,9,1,60.00
